fault,snrDB,variant,true,pred,score_normal,score_drift,score_delamination,score_crack,score_impact
Drift,30,"ML=true,Kal=false",Drift,Drift,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,30,"ML=true,Kal=false",Normal,Normal,0.274791005291005,0.720156084656084,0.00505291005291005,0,0
Drift,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,30,"ML=true,Kal=false",Normal,Normal,0.31973544973545,0.609203703703703,0.0710608465608466,0,0
Drift,30,"ML=true,Kal=false",Normal,Normal,0.313944444444444,0.626994708994709,0.0590608465608466,0,0
Drift,20,"ML=true,Kal=false",Drift,Drift,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Drift,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,20,"ML=true,Kal=false",Normal,Normal,0.318402116402116,0.610537037037037,0.0710608465608466,0,0
Drift,20,"ML=true,Kal=false",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Drift,15,"ML=true,Kal=false",Drift,Drift,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,15,"ML=true,Kal=false",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Drift,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,15,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Drift,15,"ML=true,Kal=false",Normal,Normal,0.276949735449735,0.718949735449735,0.0041005291005291,0,0
Drift,10,"ML=true,Kal=false",Drift,Drift,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Drift,10,"ML=true,Kal=false",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Drift,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,10,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Drift,10,"ML=true,Kal=false",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Drift,5,"ML=true,Kal=false",Drift,Drift,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,5,"ML=true,Kal=false",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Drift,5,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Drift,5,"ML=true,Kal=false",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Drift,0,"ML=true,Kal=false",Drift,Drift,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,0,"ML=true,Kal=false",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Drift,0,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,0,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Drift,0,"ML=true,Kal=false",Normal,Normal,0.313944444444444,0.626994708994709,0.0590608465608466,0,0
Drift,-5,"ML=true,Kal=false",Drift,Drift,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,-5,"ML=true,Kal=false",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Drift,-5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Drift,-5,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Drift,-5,"ML=true,Kal=false",Normal,Normal,0.292783068783069,0.703116402116402,0.0041005291005291,0,0
Delamination,50,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,50,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,50,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Delamination,50,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,50,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,30,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Delamination,30,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,30,"ML=true,Kal=true",Normal,Normal,0.318402116402116,0.610537037037037,0.0710608465608466,0,0
Delamination,30,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,20,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,20,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,20,"ML=true,Kal=true",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Delamination,20,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,20,"ML=true,Kal=true",Normal,Normal,0.290634920634921,0.70526455026455,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,15,"ML=true,Kal=true",Normal,Normal,0.351037037037037,0.629087301587301,0.0198756613756614,0,0
Delamination,10,"ML=true,Kal=true",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Delamination,10,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,10,"ML=true,Kal=true",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Delamination,10,"ML=true,Kal=true",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,10,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,5,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Delamination,5,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,5,"ML=true,Kal=true",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,0,"ML=true,Kal=true",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Delamination,-5,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,-5,"ML=true,Kal=true",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,-5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,-5,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,-5,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Delamination,50,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,50,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,50,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,50,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,50,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,30,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,30,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,30,"ML=true,Kal=false",Normal,Normal,0.316611111111111,0.621661375661375,0.0617275132275132,0,0
Delamination,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,20,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,20,"ML=true,Kal=false",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,20,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,15,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,15,"ML=true,Kal=false",Normal,Normal,0.314896825396825,0.625089947089947,0.0600132275132275,0,0
Delamination,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,10,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,10,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Delamination,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,5,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,5,"ML=true,Kal=false",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Delamination,5,"ML=true,Kal=false",Normal,Normal,0.31973544973545,0.609203703703703,0.0710608465608466,0,0
Delamination,5,"ML=true,Kal=false",Normal,Normal,0.276949735449735,0.718949735449735,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,0,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,0,"ML=true,Kal=false",Normal,Normal,0.329513227513227,0.597944444444444,0.072542328042328,0,0
Delamination,0,"ML=true,Kal=false",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Delamination,-5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,-5,"ML=true,Kal=false",Delamination,Delamination,0,0,0,0.956,0.044
Delamination,-5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Delamination,-5,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Delamination,-5,"ML=true,Kal=false",Normal,Normal,0.316611111111111,0.621661375661375,0.0617275132275132,0,0
Crack,50,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,50,"ML=true,Kal=true",Normal,Normal,0.285243386243386,0.709174603174603,0.00558201058201058,0,0
Crack,50,"ML=true,Kal=true",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,50,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,50,"ML=true,Kal=true",Normal,Normal,0.276949735449735,0.718949735449735,0.0041005291005291,0,0
Crack,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,30,"ML=true,Kal=true",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,30,"ML=true,Kal=true",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Crack,30,"ML=true,Kal=true",Normal,Normal,0.279616402116402,0.716283068783069,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=true",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,20,"ML=true,Kal=true",Normal,Normal,0.318402116402116,0.610537037037037,0.0710608465608466,0,0
Crack,20,"ML=true,Kal=true",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Crack,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,15,"ML=true,Kal=true",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,15,"ML=true,Kal=true",Normal,Normal,0.324820105820106,0.602637566137566,0.072542328042328,0,0
Crack,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,10,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,10,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,10,"ML=true,Kal=true",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,10,"ML=true,Kal=true",Normal,Normal,0.181510582010582,0.336769841269841,0.481719576719577,0,0
Crack,10,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,5,"ML=true,Kal=true",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,5,"ML=true,Kal=true",Normal,Normal,0.323677248677249,0.603780423280423,0.072542328042328,0,0
Crack,5,"ML=true,Kal=true",Normal,Normal,0.288783068783069,0.707116402116402,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=true",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=true",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,0,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,-5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,-5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,-5,"ML=true,Kal=true",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,-5,"ML=true,Kal=true",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Crack,-5,"ML=true,Kal=true",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,50,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,50,"ML=true,Kal=false",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Crack,50,"ML=true,Kal=false",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,50,"ML=true,Kal=false",Normal,Normal,0.318402116402116,0.610537037037037,0.0710608465608466,0,0
Crack,50,"ML=true,Kal=false",Normal,Normal,0.276949735449735,0.718949735449735,0.0041005291005291,0,0
Crack,30,"ML=true,Kal=false",Normal,Normal,0.285243386243386,0.709174603174603,0.00558201058201058,0,0
Crack,30,"ML=true,Kal=false",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Crack,30,"ML=true,Kal=false",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,30,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Crack,30,"ML=true,Kal=false",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=false",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Crack,20,"ML=true,Kal=false",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,20,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,20,"ML=true,Kal=false",Normal,Normal,0.287984126984127,0.706433862433862,0.00558201058201058,0,0
Crack,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,15,"ML=true,Kal=false",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,15,"ML=true,Kal=false",Normal,Normal,0.313753968253968,0.617851851851852,0.0683941798941799,0,0
Crack,15,"ML=true,Kal=false",Normal,Normal,0.287984126984127,0.706433862433862,0.00558201058201058,0,0
Crack,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,10,"ML=true,Kal=false",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Crack,10,"ML=true,Kal=false",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,10,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,5,"ML=true,Kal=false",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Crack,5,"ML=true,Kal=false",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,5,"ML=true,Kal=false",Normal,Normal,0.311087301587302,0.623185185185185,0.0657275132275132,0,0
Crack,5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,0,"ML=true,Kal=false",Crack,Crack,0,0,0,0.898518518518519,0.101481481481481
Crack,0,"ML=true,Kal=false",Normal,Normal,0.329513227513227,0.597944444444444,0.072542328042328,0,0
Crack,0,"ML=true,Kal=false",Normal,Normal,0.324820105820106,0.602637566137566,0.072542328042328,0,0
Crack,-5,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Crack,-5,"ML=true,Kal=false",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Crack,-5,"ML=true,Kal=false",Crack,Drift,0,0,0,0.898518518518519,0.101481481481481
Crack,-5,"ML=true,Kal=false",Normal,Normal,0.318402116402116,0.610537037037037,0.0710608465608466,0,0
Crack,-5,"ML=true,Kal=false",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,50,"ML=true,Kal=true",Normal,Normal,0.276949735449735,0.718949735449735,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,30,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=true",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=true",Normal,Normal,0.272505291005291,0.72339417989418,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,20,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Impact,15,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Impact,15,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,15,"ML=true,Kal=true",Normal,Normal,0.274727513227513,0.721171957671958,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,10,"ML=true,Kal=true",Normal,Normal,0.282190476190476,0.713708994708995,0.0041005291005291,0,0
Impact,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,5,"ML=true,Kal=true",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Impact,5,"ML=true,Kal=true",Normal,Normal,0.273838624338624,0.722060846560846,0.0041005291005291,0,0
Impact,5,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,0,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,0,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,0,"ML=true,Kal=true",Normal,Normal,0.287968253968254,0.707931216931217,0.0041005291005291,0,0
Impact,-5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,-5,"ML=true,Kal=true",Normal,Normal,0.28905291005291,0.705365079365079,0.00558201058201058,0,0
Impact,-5,"ML=true,Kal=true",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,-5,"ML=true,Kal=true",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,-5,"ML=true,Kal=true",Normal,Normal,0.28352380952381,0.712375661375661,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=false",Normal,Normal,0.28257671957672,0.71184126984127,0.00558201058201058,0,0
Impact,50,"ML=true,Kal=false",Normal,Normal,0.285243386243386,0.709174603174603,0.00558201058201058,0,0
Impact,50,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,50,"ML=true,Kal=false",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,50,"ML=true,Kal=false",Normal,Normal,0.313944444444444,0.626994708994709,0.0590608465608466,0,0
Impact,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,30,"ML=true,Kal=false",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,30,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=false",Normal,Normal,0.28257671957672,0.71184126984127,0.00558201058201058,0,0
Impact,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,20,"ML=true,Kal=false",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,20,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,15,"ML=true,Kal=false",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
Impact,15,"ML=true,Kal=false",Normal,Normal,0.280505291005291,0.71539417989418,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=false",Normal,Normal,0.270283068783069,0.725616402116402,0.0041005291005291,0,0
Impact,10,"ML=true,Kal=false",Impact,Impact,0,0,0,0.898518518518519,0.101481481481481
